date,entity,metric,value,user_id
2014-12-10,treatment_group,nasdaq_mktshare,17.46508182,888
2014-12-11,treatment_group,nasdaq_mktshare,16.41984053,888
2014-12-12,treatment_group,nasdaq_mktshare,16.50089771,888
2014-12-15,treatment_group,nasdaq_mktshare,17.68582323,888
2014-12-16,treatment_group,nasdaq_mktshare,16.81779376,888
2014-12-17,treatment_group,nasdaq_mktshare,17.68848051,888
2014-12-18,treatment_group,nasdaq_mktshare,16.1026962,888
2014-12-19,treatment_group,nasdaq_mktshare,16.37258373,888
2014-12-22,treatment_group,nasdaq_mktshare,14.99210698,888
2014-12-23,treatment_group,nasdaq_mktshare,15.18228148,888
2014-12-26,treatment_group,nasdaq_mktshare,14.63132487,888
2014-12-29,treatment_group,nasdaq_mktshare,14.94134597,888
2014-12-30,treatment_group,nasdaq_mktshare,15.33861678,888
2014-12-31,treatment_group,nasdaq_mktshare,15.24847089,888
2015-01-02,treatment_group,nasdaq_mktshare,15.84740343,888
2015-01-05,treatment_group,nasdaq_mktshare,15.63370742,888
2015-01-06,treatment_group,nasdaq_mktshare,16.10213298,888
2015-01-07,treatment_group,nasdaq_mktshare,15.81108614,888
2015-01-08,treatment_group,nasdaq_mktshare,16.52596667,888
2015-01-09,treatment_group,nasdaq_mktshare,16.33237383,888
2015-01-12,treatment_group,nasdaq_mktshare,17.45653733,888
2015-01-13,treatment_group,nasdaq_mktshare,17.38330295,888
2015-01-14,treatment_group,nasdaq_mktshare,17.22691892,888
2015-01-15,treatment_group,nasdaq_mktshare,17.21653807,888
2015-01-16,treatment_group,nasdaq_mktshare,16.57472301,888
2015-01-20,treatment_group,nasdaq_mktshare,15.74738541,888
2015-01-21,treatment_group,nasdaq_mktshare,16.73168072,888
2015-01-22,treatment_group,nasdaq_mktshare,16.97027724,888
2015-01-23,treatment_group,nasdaq_mktshare,16.47702651,888
2015-01-26,treatment_group,nasdaq_mktshare,15.19818197,888
2015-01-27,treatment_group,nasdaq_mktshare,15.43278861,888
2015-01-28,treatment_group,nasdaq_mktshare,16.70680464,888
2015-01-29,treatment_group,nasdaq_mktshare,16.20644647,888
2015-01-30,treatment_group,nasdaq_mktshare,16.91142327,888
2015-02-02,treatment_group,nasdaq_mktshare,16.10490292,888
2015-02-03,treatment_group,nasdaq_mktshare,15.112647,888
2015-02-04,treatment_group,nasdaq_mktshare,15.01339888,888
2015-02-05,treatment_group,nasdaq_mktshare,14.12540504,888
2015-02-06,treatment_group,nasdaq_mktshare,14.43447866,888
2015-02-09,treatment_group,nasdaq_mktshare,13.22911498,888
2015-02-10,treatment_group,nasdaq_mktshare,13.71260725,888
2015-02-11,treatment_group,nasdaq_mktshare,14.32528638,888
2015-02-12,treatment_group,nasdaq_mktshare,12.96585621,888
2015-02-13,treatment_group,nasdaq_mktshare,13.46803296,888
2015-02-17,treatment_group,nasdaq_mktshare,13.62168828,888
2015-02-18,treatment_group,nasdaq_mktshare,13.02834388,888
2015-02-19,treatment_group,nasdaq_mktshare,14.29172989,888
2015-02-20,treatment_group,nasdaq_mktshare,12.69857697,888
2015-02-23,treatment_group,nasdaq_mktshare,12.68984418,888
2015-02-24,treatment_group,nasdaq_mktshare,11.80586443,888
2015-02-25,treatment_group,nasdaq_mktshare,12.33769308,888
2015-02-26,treatment_group,nasdaq_mktshare,11.52687995,888
2015-02-27,treatment_group,nasdaq_mktshare,12.13658474,888
2015-03-02,treatment_group,nasdaq_mktshare,11.63310673,888
2015-03-03,treatment_group,nasdaq_mktshare,11.9930426,888
2015-03-04,treatment_group,nasdaq_mktshare,12.66089315,888
2015-03-05,treatment_group,nasdaq_mktshare,13.2115847,888
2015-03-06,treatment_group,nasdaq_mktshare,13.45457631,888
2015-03-09,treatment_group,nasdaq_mktshare,12.01746212,888
2015-03-10,treatment_group,nasdaq_mktshare,11.75897453,888
2015-03-11,treatment_group,nasdaq_mktshare,12.54614702,888
2015-03-12,treatment_group,nasdaq_mktshare,12.00294925,888
2015-03-13,treatment_group,nasdaq_mktshare,11.96081042,888
2015-03-16,treatment_group,nasdaq_mktshare,12.560387,888
2015-03-17,treatment_group,nasdaq_mktshare,12.89135519,888
2015-03-18,treatment_group,nasdaq_mktshare,13.15121447,888
2015-03-19,treatment_group,nasdaq_mktshare,12.73265467,888
2015-03-20,treatment_group,nasdaq_mktshare,12.18457179,888
2015-03-23,treatment_group,nasdaq_mktshare,11.01626087,888
2015-03-24,treatment_group,nasdaq_mktshare,11.83677721,888
2015-03-25,treatment_group,nasdaq_mktshare,11.6504358,888
2015-03-26,treatment_group,nasdaq_mktshare,11.90058945,888
2015-03-27,treatment_group,nasdaq_mktshare,13.0051128,888
2015-03-30,treatment_group,nasdaq_mktshare,12.67782403,888
2015-03-31,treatment_group,nasdaq_mktshare,13.63109186,888
2015-04-01,treatment_group,nasdaq_mktshare,11.902868,888
2015-04-02,treatment_group,nasdaq_mktshare,11.92714624,888
2015-04-06,treatment_group,nasdaq_mktshare,12.4755644,888
2015-04-07,treatment_group,nasdaq_mktshare,12.60583962,888
2015-04-08,treatment_group,nasdaq_mktshare,12.16626162,888
2015-04-09,treatment_group,nasdaq_mktshare,13.24766218,888
2015-04-10,treatment_group,nasdaq_mktshare,12.07854458,888
2015-04-13,treatment_group,nasdaq_mktshare,12.59795079,888
2015-04-14,treatment_group,nasdaq_mktshare,11.382717,888
2015-04-15,treatment_group,nasdaq_mktshare,12.98722183,888
2015-04-16,treatment_group,nasdaq_mktshare,12.23190143,888
2015-04-17,treatment_group,nasdaq_mktshare,12.52563701,888
2015-04-20,treatment_group,nasdaq_mktshare,12.62664702,888
2015-04-21,treatment_group,nasdaq_mktshare,11.54329295,888
2015-04-22,treatment_group,nasdaq_mktshare,12.10570849,888
2015-04-23,treatment_group,nasdaq_mktshare,12.00143266,888
2015-04-24,treatment_group,nasdaq_mktshare,12.66430229,888
2015-04-27,treatment_group,nasdaq_mktshare,11.97979594,888
2015-04-28,treatment_group,nasdaq_mktshare,12.86396509,888
2015-04-29,treatment_group,nasdaq_mktshare,12.98983143,888
2015-04-30,treatment_group,nasdaq_mktshare,12.64969986,888
2015-05-01,treatment_group,nasdaq_mktshare,13.04617791,888
2015-05-04,treatment_group,nasdaq_mktshare,12.59925651,888
2015-05-05,treatment_group,nasdaq_mktshare,12.05007789,888
2015-05-06,treatment_group,nasdaq_mktshare,12.80657211,888
2015-05-07,treatment_group,nasdaq_mktshare,12.37921066,888
2015-05-08,treatment_group,nasdaq_mktshare,12.7151624,888
2015-05-11,treatment_group,nasdaq_mktshare,12.30072862,888
2015-05-12,treatment_group,nasdaq_mktshare,14.33676968,888
2015-05-13,treatment_group,nasdaq_mktshare,13.06279522,888
2015-05-14,treatment_group,nasdaq_mktshare,12.89435834,888
2015-05-15,treatment_group,nasdaq_mktshare,13.37561959,888
2015-05-18,treatment_group,nasdaq_mktshare,13.25974082,888
2015-05-19,treatment_group,nasdaq_mktshare,14.14044153,888
2015-05-20,treatment_group,nasdaq_mktshare,13.94130995,888
2015-05-21,treatment_group,nasdaq_mktshare,13.50867799,888
2015-05-22,treatment_group,nasdaq_mktshare,12.25758023,888
2015-05-26,treatment_group,nasdaq_mktshare,14.04303926,888
2015-05-27,treatment_group,nasdaq_mktshare,12.34170323,888
2015-05-28,treatment_group,nasdaq_mktshare,11.46891119,888
2015-05-29,treatment_group,nasdaq_mktshare,11.77816071,888
2015-06-01,treatment_group,nasdaq_mktshare,14.48754454,888
2015-06-02,treatment_group,nasdaq_mktshare,13.62908069,888
2015-06-03,treatment_group,nasdaq_mktshare,13.45227121,888
2015-06-04,treatment_group,nasdaq_mktshare,12.78684033,888
2015-06-05,treatment_group,nasdaq_mktshare,13.4802796,888
2015-06-08,treatment_group,nasdaq_mktshare,13.20451536,888
